"Subject" "List" "Date" "Time" "Run" "Trial" "condition" "delaycondition" "Target" "WordPresentationOnset" "MathRespOnset" "RecallwordOnset" "Recallword.ACC" "finalrecall" "finalrecognition" "syllables" "living" "PC1" "PC2" "PC1fac" "PC2fac" "MDSF1" "MDSF2" "MDSF3"
109 "WMLOP_List3" "06/04/2012" "1:28:33PM" 5 107 "shallow" "hardmathtrialproc" "razor" 252952 264252 266252 1 0 1 2 FALSE -0.89538520108628 0.50551194004241 "low" "high" 0.416469790898576 -0.50692271537123 0.0253999517299962
109 "WMLOP_List3" "06/04/2012" "1:28:33PM" 5 108 "shallow" "hardmathtrialproc" "dentist" 277292 288592 290592 1 1 1 2 TRUE 0.786633900941809 -1.19850258192568 "high" "low" -0.339261426508925 0.226046253372181 -0.268741650607367
109 "WMLOP_List3" "06/04/2012" "1:28:33PM" 5 109 "shallow" "hardmathtrialproc" "leopard" 300632 311932 313932 1 1 1 2 TRUE 0.120129483315109 -0.899947319315239 "high" "low" -0.422707119242877 0.0425969180712195 0.328655606002364
109 "WMLOP_List3" "06/04/2012" "1:28:33PM" 5 110 "deep" "hardmathtrialproc" "bakery" 323988 335288 337288 1 0 1 3 FALSE 0.959657580619606 -0.297591450395196 "high" "low" 0.395297551575184 0.171909032063138 -0.36352618326053
109 "WMLOP_List3" "06/04/2012" "1:28:33PM" 5 111 "deep" "rehearse" "scientist" 346328 357628 359628 1 1 1 3 TRUE 2.9224707898464 0.277277238556154 "high" "high" -0.106109443738421 0.0666618357148108 -0.0319967316762014
109 "WMLOP_List3" "06/04/2012" "1:28:33PM" 5 112 "shallow" "rehearse" "canal" 369735 381035 383035 1 1 1 2 FALSE -0.632931354304943 -0.0661398207944439 "low" "low" 0.27444054726648 0.0708028485340295 -0.158640682092854
109 "WMLOP_List3" "06/04/2012" "1:28:33PM" 5 113 "shallow" "hardmathtrialproc" "baseball" 396125 407425 409425 1 0 1 2 FALSE 0.714551224869227 0.388050916646926 "high" "high" 0.487062480959818 -0.115986875877571 -0.0826321266436549
109 "WMLOP_List3" "06/04/2012" "1:28:33PM" 5 114 "shallow" "rehearse" "walrus" 422466 433766 435766 1 0 1 2 TRUE -0.181860147966243 -1.64197805581617 "low" "low" -0.48404852260621 -0.220647166922442 0.22949349159542
109 "WMLOP_List3" "06/04/2012" "1:28:33PM" 5 115 "deep" "hardmathtrialproc" "arrow" 446856 458156 460156 1 1 1 2 FALSE -1.33635954505708 -0.286282124651305 "low" "low" 0.506547231083567 -0.188419433960485 0.170414256967029
109 "WMLOP_List3" "06/04/2012" "1:28:33PM" 5 116 "shallow" "rehearse" "dragonfly" 471197 482497 484497 1 0 0 3 TRUE 1.09519371646495 0.331120002714482 "high" "high" -0.402155224884004 -0.198517770614409 -0.281771518730993
109 "WMLOP_List3" "06/04/2012" "1:28:33PM" 5 117 "shallow" "hardmathtrialproc" "mouse" 496587 507887 509887 1 1 1 1 TRUE -2.51312354124903 -1.77992586451929 "low" "low" -0.050884552710715 -0.0569705041767302 0.00760307278260778
109 "WMLOP_List3" "06/04/2012" "1:28:33PM" 5 118 "deep" "easymathtrialproc" "passport" 521928 533228 535228 1 0 1 2 FALSE 1.11683096972023 1.58734489436343 "high" "high" 0.40465568829578 0.305270066330944 0.692878613701774
109 "WMLOP_List3" "06/04/2012" "1:28:33PM" 5 119 "deep" "hardmathtrialproc" "canyon" 545318 556618 558618 1 0 1 2 FALSE 0.201603467521778 0.249548432007128 "high" "high" 0.312442876659034 0.468420059015209 -0.436885837694842
109 "WMLOP_List3" "06/04/2012" "1:28:33PM" 5 120 "deep" "easymathtrialproc" "goat" 571675 582975 584975 1 0 1 1 TRUE -2.90848003287707 -1.17920852706693 "low" "low" -0.1490302007133 0.0262575332304331 0.0365355383641944
