"run" "onset" "image" "lead_up" "rep_num" "fix_num" "response" "rt" "null" "face_gen" "bad" "dfixnum" "mfixnum" "fixdiff12" "fixdiff23" "fixdiff34" "fixdiff14" "rslope" "nrslope" "fixnplus1" "fixnminus1"
4 78 "F140.jpg" 1 2 6 2 0.96 0 "female" 0 -0.5 8 0 0 0 0 0 0 2 -4
4 84 "M139.jpg" 1 2 9 1 1.38 0 "male" 0 -0.2 10 0 0 0 0 0 0 NA -2
4 90 "M140.jpg" 1 2 9 1 1.85 0 "male" 0 -0.290322580645161 10.3333333333333 0 0 0 0 0 0 1 -3
4 96 "F139.jpg" 1 2 10 1 1 0 "male" 0 0 10 0 0 0 0 0 0 NA 0
4 102 "null.jpg" 1 -1 5 3 0.66 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
4 108 "F131.jpg" 1 2 12 2 1.11 1 "n/a" 0 0.0975609756097561 10.25 0 0 0 0 0 0 -3 1
4 114 "F132.jpg" 1 1 12 1 1.13 0 "female" 0 0 9.25 0 0 0 0 0 0 -6 NA
4 120 "null.jpg" 1 -1 4 3 0.68 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
4 126 "M132.jpg" 1 1 10 1 1.88 0 "female" 0 0 9.75 0 0 0 0 0 0 1 NA
4 132 "F140.jpg" 1 3 8 2 0.84 1 "n/a" 0 0.25 8 0 0 0 0 0.040302742649304 -0.101670619157728 NA 2
4 138 "F132.jpg" 1 2 6 1 0.6 0 "female" 0 -0.648648648648649 9.25 0 0 0 0 0 0 4 -6
4 144 "M133.jpg" 1 1 14 1 0.91 1 "n/a" 0 0 9 0 0 0 0 0 0 -7 NA
4 150 "M131.jpg" 1 3 10 2 1.02 0 "male" 0 0.111111111111111 9 0 0 0 0 0 0 0 1
4 156 "null.jpg" 1 -1 7 3 0.72 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
4 162 "null.jpg" 1 -1 5 3 1.15 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
4 168 "F131.jpg" 1 3 9 2 1.27 0 "female" 0 -0.292682926829268 10.25 0 0 0 0 0 0 0 -3
4 174 "M132.jpg" 1 2 11 1 2.36 0 "male" 0 0.102564102564103 9.75 0 0 0 0 0 0 0 1
4 180 "F133.jpg" 1 1 11 1 2.4 0 "female" 0 0 10.5 0 0 0 0 0 0 -1 NA
4 186 "M140.jpg" 1 3 10 1 0.99 0 "male" 0 0.0967741935483871 10.3333333333333 0 0 0 0 0.0403027426493036 0.0421647003972295 NA 1
4 192 "F134.jpg" 0 1 12 1 2.15 0 "female" 0 0 10 0 0 0 0 0 0 -2 NA
4 198 "M133.jpg" 0 2 7 1 0.9 0 "male" 0 -0.777777777777778 9 0 0 0 0 0 0 3 -7
4 204 "null.jpg" 0 -1 5 3 0.73 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
4 210 "M131.jpg" 0 4 10 2 1.16 1 "n/a" 0 0 9 0 0 0 0 1.8593101759838 2.01269419712948 NA 0
4 216 "F132.jpg" 0 3 10 1 1.27 0 "male" 0 0.432432432432432 9.25 0 0 0 0 0 0 -1 4
4 222 "null.jpg" 0 -1 7 3 0.98 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
4 228 "F131.jpg" 0 4 9 2 1.52 0 "female" 0 0 10.25 0 0 0 0 0.131253114316029 0.106084671397734 NA 0
4 234 "M134.jpg" 0 1 12 2 1.03 0 "male" 0 0 11 0 0 0 0 0 0 0 NA
4 240 "M132.jpg" 0 3 11 1 1.13 0 "male" 0 0 9.75 0 0 0 0 0 0 -4 0
4 246 "F133.jpg" 0 2 10 1 1.71 0 "female" 0 -0.0952380952380952 10.5 0 0 0 0 0 0 2 -1
4 252 "M134.jpg" 0 2 12 2 2.28 0 "male" 0 0 11 0 0 0 0 0 0 -2 0
4 258 "null.jpg" 0 -1 3 3 0.71 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
4 264 "F133.jpg" 0 3 12 1 0.99 0 "male" 0 0.19047619047619 10.5 0 0 0 0 0 0 -3 2
4 270 "F134.jpg" 0 2 10 1 1.88 0 "male" 0 -0.2 10 0 0 0 0 0 0 1 -2
4 276 "M133.jpg" 0 3 10 1 1.58 1 "n/a" 0 0.333333333333333 9 0 0 0 0 0 0 -5 3
4 282 "null.jpg" 0 -1 6 3 0.93 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
4 288 "M135.jpg" 0 1 14 2 1.14 0 "female" 0 0 8.33333333333333 0 0 0 0 0 0 -10 NA
4 294 "F135.jpg" 0 1 10 2 1.25 1 "n/a" 0 0 8.66666666666667 0 0 0 0 0 0 -2 NA
4 300 "M132.jpg" 0 4 7 1 0.94 0 "female" 0 -0.41025641025641 9.75 0 0 0 0 0.131253114316028 0.080758454945575 NA -4
4 306 "F132.jpg" 0 4 9 1 0.76 0 "female" 0 -0.108108108108108 9.25 0 0 0 0 0.0407744409910591 0.0647310005949454 NA -1
4 312 "null.jpg" 0 -1 4 3 0.89 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
4 318 "F134.jpg" 0 3 11 1 1.45 0 "female" 0 0.1 10 0 0 0 0 0 0 -4 1
4 324 "null.jpg" 0 -1 8 3 0.78 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
4 330 "M136.jpg" 0 1 13 2 2.18 1 "n/a" 0 0 11.5 0 0 0 0 0 0 -3 NA
4 336 "M134.jpg" 0 3 10 2 1.19 0 "male" 0 -0.181818181818182 11 0 0 0 0 0 0 0 -2
4 342 "M135.jpg" 0 2 4 2 0.97 0 "male" 0 -1.2 8.33333333333333 0 0 0 0 0 0 3 -10
4 348 "F133.jpg" 0 4 9 1 1.34 1 "n/a" 0 -0.285714285714286 10.5 0 0 0 0 0.492640700095599 0.344918904591713 NA -3
4 354 "M133.jpg" 0 4 5 1 0.88 0 "female" 0 -0.555555555555556 9 0 0 0 0 -1.23300246068485 -1.53730537394235 NA -5
4 360 "F136.jpg" 0 1 9 2 1.38 0 "male" 0 0 10 0 0 0 0 0 0 2 NA
4 366 "F135.jpg" 0 2 8 2 1.21 0 "male" 0 -0.230769230769231 8.66666666666667 0 0 0 0 0 0 0 -2
4 372 "null.jpg" 0 -1 4 3 0.9 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
4 378 "null.jpg" 0 -1 6 3 0.9 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
4 384 "F134.jpg" 0 4 7 1 1.3 1 "n/a" 0 -0.4 10 0 0 0 0 -0.416863016571652 -0.225753852993763 NA -4
4 390 "F136.jpg" 0 2 11 2 1 0 "male" 0 0.2 10 0 0 0 0 0 0 NA 2
4 396 "F135.jpg" 0 3 8 2 0.86 0 "female" 0 0 8.66666666666667 0 0 0 0 0.0403027426493036 -0.0689447035069543 NA 0
4 402 "F137.jpg" 0 1 9 2 1.95 0 "male" 0 0 9 0 0 0 0 0 0 NA NA
4 408 "M135.jpg" 0 3 7 2 1.38 0 "female" 0 0.36 8.33333333333333 0 0 0 0 -2.23345654901883 -2.56911419236363 NA 3
4 414 "M136.jpg" 0 2 10 2 1.4 0 "male" 0 -0.260869565217391 11.5 0 0 0 0 0 0 NA -3
4 420 "M137.jpg" 0 1 10 1 1.56 0 "female" 0 0 10 0 0 0 0 0 0 NA NA
4 426 "M134.jpg" 0 4 10 2 0.94 1 "n/a" 0 0 11 0 0 0 0 0.222203485982753 0.19440173389757 NA 0
5 12 "M148.jpg" 1 1 7 1 1.26 0 "male" 0 0 7 0 0 0 0 0 0 NA NA
5 18 "F141.jpg" 1 1 10 2 0.97 0 "female" 0 0 8.25 0 0 0 0 0 0 -1 NA
5 24 "F148.jpg" 1 1 13 2 1.44 0 "female" 0 0 13 0 0 0 0 0 0 NA NA
5 30 "M149.jpg" 1 1 11 1 0.75 1 "n/a" 0 0 9 0 0 0 0 0 0 -4 NA
5 36 "F150.jpg" 1 1 14 1 0.77 0 "female" 0 0 10 0 0 0 0 0 0 -5 NA
5 42 "null.jpg" 1 -1 7 3 0.68 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
5 48 "M141.jpg" 1 1 8 2 1.2 0 "male" 0 0 7.75 0 0 0 0 0 0 -1 NA
5 54 "null.jpg" 1 -1 7 3 1.05 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
5 60 "F149.jpg" 1 1 12 2 0.97 0 "female" 0 0 10 0 0 0 0 0 0 -4 NA
5 66 "M150.jpg" 1 1 9 1 0.74 1 "n/a" 0 0 6.33333333333333 0 0 0 0 0 0 -4 NA
5 72 "F142.jpg" 1 1 12 1 1.3 1 "n/a" 0 0 9.25 0 0 0 0 0 0 -2 NA
5 78 "null.jpg" 1 -1 1 3 0.61 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
5 84 "F150.jpg" 1 2 9 1 1.19 0 "male" 0 -0.5 10 0 0 0 0 0 0 -2 -5
5 90 "F149.jpg" 1 2 8 2 0.99 0 "female" 0 -0.4 10 0 0 0 0 0 0 NA -4
5 96 "M141.jpg" 1 2 7 2 1.18 1 "n/a" 0 -0.129032258064516 7.75 0 0 0 0 0 0 2 -1
5 102 "M150.jpg" 1 2 5 1 1.06 0 "female" 0 -0.631578947368421 6.33333333333333 0 0 0 0 0 0 0 -4
5 108 "F141.jpg" 1 2 9 2 0.83 0 "female" 0 -0.121212121212121 8.25 0 0 0 0 0 0 -4 -1
5 114 "null.jpg" 1 -1 6 3 1.04 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
5 120 "M149.jpg" 1 2 7 1 1.07 0 "male" 0 -0.444444444444444 9 0 0 0 0 0 0 NA -4
5 126 "M142.jpg" 1 1 11 2 1.89 0 "male" 0 0 9.25 0 0 0 0 0 0 1 NA
5 132 "null.jpg" 1 -1 6 3 0.66 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
5 138 "M141.jpg" 1 3 9 2 1.51 1 "n/a" 0 0.258064516129032 7.75 0 0 0 0 0 0 -2 2
5 144 "M142.jpg" 1 2 12 2 1.01 0 "female" 0 0.108108108108108 9.25 0 0 0 0 0 0 -6 1
5 150 "null.jpg" 1 -1 11 3 0.68 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
5 156 "F141.jpg" 1 3 5 2 1.18 0 "female" 0 -0.484848484848485 8.25 0 0 0 0 0 0 4 -4
5 162 "F142.jpg" 1 2 10 1 1.02 0 "male" 0 -0.216216216216216 9.25 0 0 0 0 0 0 -5 -2
5 168 "F150.jpg" 1 3 7 1 1.7 0 "male" 0 -0.2 10 0 0 0 0 -2.23345654901883 -2.56911419236363 NA -2
5 174 "M143.jpg" 1 1 13 2 2.22 0 "male" 0 0 6.25 0 0 0 0 0 0 -7 NA
5 180 "F143.jpg" 1 1 11 1 1.26 1 "n/a" 0 0 7.5 0 0 0 0 0 0 -2 NA
5 186 "M150.jpg" 1 3 5 1 0.85 0 "female" 0 0 6.33333333333333 0 0 0 0 -0.869200974017949 -0.883859170954112 NA 0
5 192 "M142.jpg" 0 3 6 2 1.25 0 "female" 0 -0.648648648648649 9.25 0 0 0 0 0 0 2 -6
5 198 "M141.jpg" 0 4 7 2 1.18 1 "n/a" 0 -0.258064516129032 7.75 0 0 0 0 0.85885608764983 0.60838796436555 NA -2
5 204 "F144.jpg" 0 1 13 1 2.2 0 "female" 0 0 11 0 0 0 0 0 0 -2 NA
5 210 "F142.jpg" 0 3 5 1 0.85 0 "female" 0 -0.540540540540541 9.25 0 0 0 0 0 0 5 -5
5 216 "M144.jpg" 0 1 10 2 1.95 0 "male" 0 0 8 0 0 0 0 0 0 -2 NA
5 222 "null.jpg" 0 -1 5 3 0.68 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
5 228 "F141.jpg" 0 4 9 2 0.75 0 "female" 0 0.484848484848485 8.25 0 0 0 0 0.496905970530803 0.293528711867124 NA 4
5 234 "null.jpg" 0 -1 3 3 0.67 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
5 240 "F143.jpg" 0 2 9 1 0.92 1 "n/a" 0 -0.266666666666667 7.5 0 0 0 0 0 0 -3 -2
5 246 "M143.jpg" 0 2 6 2 1.06 0 "male" 0 -1.12 6.25 0 0 0 0 0 0 -3 -7
5 252 "F142.jpg" 0 4 10 1 1.25 0 "male" 0 0.540540540540541 9.25 0 0 0 0 0.0441017158858099 0.0133463799038863 NA 5
5 258 "F143.jpg" 0 3 6 1 1.56 0 "female" 0 -0.4 7.5 0 0 0 0 0 0 -2 -3
5 264 "null.jpg" 0 -1 7 3 0.83 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
5 270 "null.jpg" 0 -1 6 3 0.94 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
5 276 "F144.jpg" 0 2 11 2 1.65 0 "female" 0 -0.181818181818182 11 0 0 0 0 0 0 0 -2
5 282 "M144.jpg" 0 2 8 2 1.21 1 "n/a" 0 -0.25 8 0 0 0 0 0 0 0 -2
5 288 "F145.jpg" 0 1 14 2 1.78 0 "female" 0 0 12.6666666666667 0 0 0 0 0 0 -2 NA
5 294 "M143.jpg" 0 3 3 2 0.88 1 "n/a" 0 -0.48 6.25 0 0 0 0 0 0 0 -3
5 300 "M142.jpg" 0 4 8 2 0.86 0 "male" 0 0.216216216216216 9.25 0 0 0 0 -0.414449115684322 -0.260171381910408 NA 2
5 306 "M145.jpg" 0 1 10 1 1.85 0 "female" 0 0 7 0 0 0 0 0 0 -5 NA
5 312 "M144.jpg" 0 3 8 2 0.85 0 "male" 0 0 8 0 0 0 0 0 0 -2 0
5 318 "null.jpg" 0 -1 6 3 0.68 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
5 324 "null.jpg" 0 -1 8 3 0.99 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
5 330 "M146.jpg" 0 1 12 2 1.12 0 "female" 0 0 10.5 0 0 0 0 0 0 -3 NA
5 336 "M145.jpg" 0 2 5 1 1.39 0 "female" 0 -0.714285714285714 7 0 0 0 0 0 0 1 -5
5 342 "F143.jpg" 0 4 4 1 0.77 0 "male" 0 -0.266666666666667 7.5 0 0 0 0 -1.23300246068485 -0.786898960545049 NA -2
5 348 "M143.jpg" 0 4 3 2 0.73 0 "male" 0 0 6.25 0 0 0 0 -2.05155580568537 -1.20738531287974 NA 0
5 354 "F144.jpg" 0 3 11 2 1.6 0 "male" 0 0 11 0 0 0 0 0 0 -2 0
5 360 "F145.jpg" 0 2 12 2 2.3 1 "n/a" 0 -0.157894736842105 12.6666666666667 0 0 0 0 0 0 0 -2
5 366 "F146.jpg" 0 1 11 2 1.27 0 "female" 0 0 8 0 0 0 0 0 0 -6 NA
5 372 "F147.jpg" 0 1 10 1 0.92 0 "male" 0 0 10 0 0 0 0 0 0 NA NA
5 378 "F145.jpg" 0 3 12 2 1.57 1 "n/a" 0 0 12.6666666666667 0 0 0 0 0.0403027426493047 -0.224094150497076 NA 0
5 384 "F144.jpg" 0 4 9 2 1.19 0 "male" 0 -0.181818181818182 11 0 0 0 0 -0.141598000684146 -0.00969231809784872 NA -2
5 390 "M145.jpg" 0 3 6 1 0.87 0 "female" 0 0.142857142857143 7 0 0 0 0 -0.869200974017949 -0.77355177250551 NA 1
5 396 "null.jpg" 0 -1 5 3 0.69 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
5 402 "F146.jpg" 0 2 5 2 0.95 0 "female" 0 -0.75 8 0 0 0 0 0 0 NA -6
5 408 "M146.jpg" 0 2 9 2 0.76 0 "male" 0 -0.285714285714286 10.5 0 0 0 0 0 0 NA -3
5 414 "null.jpg" 0 -1 6 3 1.02 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
5 420 "M144.jpg" 0 4 6 2 0.88 0 "female" 0 -0.25 8 0 0 0 0 -0.141598000684146 -0.207039459283501 NA -2
5 426 "M147.jpg" 0 1 11 1 1.34 1 "n/a" 0 0 11 0 0 0 0 0 0 NA NA
6 12 "null.jpg" 1 -1 3 3 1.08 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
6 18 "M158.jpg" 1 1 10 2 0.94 0 "female" 0 0 10 0 0 0 0 0 0 NA NA
6 24 "M159.jpg" 1 1 8 1 1.08 0 "female" 0 0 7 0 0 0 0 0 0 -2 NA
6 30 "null.jpg" 1 -1 7 3 1.2 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
6 36 "F151.jpg" 1 1 14 2 1.81 0 "male" 0 0 10.5 0 0 0 0 0 0 -6 NA
6 42 "M160.jpg" 1 1 11 1 1.05 0 "male" 0 0 8.33333333333333 0 0 0 0 0 0 -4 NA
6 48 "F159.jpg" 1 1 11 1 1.08 0 "male" 0 0 12 0 0 0 0 0 0 2 NA
6 54 "M151.jpg" 1 1 11 1 0.99 1 "n/a" 0 0 7 0 0 0 0 0 0 -5 NA
6 60 "F158.jpg" 1 1 12 2 0.83 0 "male" 0 0 12 0 0 0 0 0 0 NA NA
6 66 "F160.jpg" 1 1 10 2 1.04 0 "female" 0 0 8 0 0 0 0 0 0 -4 NA
6 72 "F159.jpg" 1 2 13 1 1.32 0 "female" 0 0.166666666666667 12 0 0 0 0 0 0 NA 2
6 78 "F151.jpg" 1 2 8 2 1.24 0 "male" 0 -0.571428571428571 10.5 0 0 0 0 0 0 2 -6
6 84 "null.jpg" 1 -1 6 3 0.68 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
6 90 "M160.jpg" 1 2 7 1 1.17 0 "male" 0 -0.48 8.33333333333333 0 0 0 0 0 0 0 -4
6 96 "M159.jpg" 1 2 6 1 1.05 1 "n/a" 0 -0.285714285714286 7 0 0 0 0 0 0 NA -2
6 102 "F152.jpg" 1 1 11 1 0.91 0 "male" 0 0 8.25 0 0 0 0 0 0 -1 NA
6 108 "M152.jpg" 1 1 8 1 2.04 1 "n/a" 0 0 9.75 0 0 0 0 0 0 2 NA
6 114 "M151.jpg" 1 2 6 1 0.83 0 "male" 0 -0.714285714285714 7 0 0 0 0 0 0 -1 -5
6 120 "null.jpg" 1 -1 4 3 0.65 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
6 126 "F160.jpg" 1 2 6 2 0.92 0 "female" 0 -0.5 8 0 0 0 0 0 0 2 -4
6 132 "F152.jpg" 1 2 10 1 0.88 0 "male" 0 -0.121212121212121 8.25 0 0 0 0 0 0 -6 -1
6 138 "null.jpg" 1 -1 4 3 0.76 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
6 144 "F151.jpg" 1 3 10 2 0.83 1 "n/a" 0 0.19047619047619 10.5 0 0 0 0 0 0 0 2
6 150 "F160.jpg" 1 3 8 2 1.26 0 "female" 0 0.25 8 0 0 0 0 0.040302742649304 -0.101670619157728 NA 2
6 156 "M152.jpg" 1 2 10 1 2.12 0 "male" 0 0.205128205128205 9.75 0 0 0 0 0 0 0 2
6 162 "null.jpg" 1 -1 7 3 0.71 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
6 168 "M160.jpg" 1 3 7 1 1.01 0 "female" 0 0 8.33333333333333 0 0 0 0 -0.869200974017947 -0.629584465455086 NA 0
6 174 "M151.jpg" 1 3 5 1 1.2 0 "male" 0 -0.142857142857143 7 0 0 0 0 0 0 1 -1
6 180 "M153.jpg" 1 1 6 1 1.15 0 "female" 0 0 8.25 0 0 0 0 0 0 5 NA
6 186 "F153.jpg" 1 1 7 1 1.27 0 "male" 0 0 8.5 0 0 0 0 0 0 2 NA
6 192 "F152.jpg" 0 3 4 1 0.86 1 "n/a" 0 -0.727272727272727 8.25 0 0 0 0 0 0 4 -6
6 198 "F153.jpg" 0 2 9 1 1.76 0 "male" 0 0.235294117647059 8.5 0 0 0 0 0 0 0 2
6 204 "F151.jpg" 0 4 10 2 1.43 0 "male" 0 0 10.5 0 0 0 0 0.0365005547370405 0.0628557482098349 NA 0
6 210 "M152.jpg" 0 3 10 1 0.86 0 "female" 0 0 9.75 0 0 0 0 0 0 1 0
6 216 "M154.jpg" 0 1 9 2 1.44 0 "female" 0 0 8 0 0 0 0 0 0 -2 NA
6 222 "null.jpg" 0 -1 7 3 0.76 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
6 228 "F154.jpg" 0 1 7 2 1.47 0 "male" 0 0 7.75 0 0 0 0 0 0 -1 NA
6 234 "M151.jpg" 0 4 6 1 1.06 1 "n/a" 0 0.142857142857143 7 0 0 0 0 -0.505399487351047 -0.51402390112785 NA 1
6 240 "null.jpg" 0 -1 9 3 0.68 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
6 246 "M153.jpg" 0 2 11 1 1.83 0 "male" 0 0.606060606060606 8.25 0 0 0 0 0 0 -2 5
6 252 "F153.jpg" 0 3 9 1 1.24 0 "female" 0 0 8.5 0 0 0 0 0 0 0 0
6 258 "F154.jpg" 0 2 6 2 0.83 0 "male" 0 -0.129032258064516 7.75 0 0 0 0 0 0 2 -1
6 264 "M155.jpg" 0 1 5 1 1.24 1 "n/a" 0 0 7.66666666666667 0 0 0 0 0 0 6 NA
6 270 "M154.jpg" 0 2 7 2 0.93 1 "n/a" 0 -0.25 8 0 0 0 0 0 0 2 -2
6 276 "null.jpg" 0 -1 7 3 0.75 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
6 282 "null.jpg" 0 -1 9 3 0.86 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
6 288 "F152.jpg" 0 4 8 1 0.8 0 "female" 0 0.484848484848485 8.25 0 0 0 0 0.0398310443075488 0.010042992487301 NA 4
6 294 "M153.jpg" 0 3 9 1 0.97 0 "female" 0 -0.242424242424242 8.25 0 0 0 0 0 0 -2 -2
6 300 "F155.jpg" 0 1 4 1 1.08 0 "female" 0 0 7 0 0 0 0 0 0 3 NA
6 306 "M152.jpg" 0 4 11 1 1.92 0 "male" 0 0.102564102564103 9.75 0 0 0 0 1.85921583631546 1.91970974034946 NA 1
6 312 "M155.jpg" 0 2 11 1 1.21 0 "male" 0 0.782608695652174 7.66666666666667 0 0 0 0 0 0 -4 6
6 318 "null.jpg" 0 -1 5 3 1.17 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
6 324 "F154.jpg" 0 3 8 2 0.78 0 "female" 0 0.258064516129032 7.75 0 0 0 0 0 0 2 2
6 330 "null.jpg" 0 -1 7 3 0.75 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
6 336 "F153.jpg" 0 4 9 1 1.13 1 "n/a" 0 0 8.5 0 0 0 0 1.4955086893169 1.43752005059694 NA 0
6 342 "M154.jpg" 0 3 9 2 1.16 0 "male" 0 0.25 8 0 0 0 0 0 0 -2 2
6 348 "F155.jpg" 0 2 7 1 1.13 0 "female" 0 0.428571428571429 7 0 0 0 0 0 0 3 3
6 354 "M153.jpg" 0 4 7 1 1.24 1 "n/a" 0 -0.242424242424242 8.25 0 0 0 0 1.04075683098328 0.819439768133539 NA -2
6 360 "F156.jpg" 0 1 10 1 1.63 0 "female" 0 0 9 0 0 0 0 0 0 -2 NA
6 366 "M156.jpg" 0 1 11 2 1.91 0 "male" 0 0 12.5 0 0 0 0 0 0 3 NA
6 372 "F155.jpg" 0 3 10 1 0.78 0 "male" 0 0.428571428571429 7 0 0 0 0 3.67831760931831 3.52793791648941 NA 3
6 378 "null.jpg" 0 -1 7 3 0.7 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
6 384 "M154.jpg" 0 4 7 2 0.87 0 "female" 0 -0.25 8 0 0 0 0 0.586004972649654 0.338710659550896 NA -2
6 390 "F156.jpg" 0 2 8 1 1.09 1 "n/a" 0 -0.222222222222222 9 0 0 0 0 0 0 NA -2
6 396 "F154.jpg" 0 4 10 2 1.72 0 "female" 0 0.258064516129032 7.75 0 0 0 0 1.95026054765053 2.57116973940785 NA 2
6 402 "M157.jpg" 0 1 10 1 1.37 0 "male" 0 0 10 0 0 0 0 0 0 NA NA
6 408 "M156.jpg" 0 2 14 2 1.32 1 "n/a" 0 0.24 12.5 0 0 0 0 0 0 NA 3
6 414 "M155.jpg" 0 3 7 1 0.89 0 "female" 0 -0.521739130434783 7.66666666666667 0 0 0 0 1.85931017598381 2.37516542222699 NA -4
6 420 "null.jpg" 0 -1 5 3 0.77 1 "n/a" 0 0 0 0 0 0 0 0 0 NA NA
6 426 "F157.jpg" 0 1 9 2 0.79 0 "male" 0 0 9 0 0 0 0 0 0 NA NA
